corso_codice;materia_codice;materia_descrizione;url;tipo;docente_codice;docente_nome;lingua;e-learning;componente_id;componente_padre;componente_radice;componente_mutuazione
956;11779;STORIA MEDIEVALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320252;;15355;Muzzarelli Maria Giuseppina;Italiano;;320252;0;320252;
956;12693;STORIA CONTEMPORANEA (1);;;;;;;320254;0;320254;
956;33830;STORIA DELLE TEORIE DEL CINEMA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320263;;31965;Dall'Asta Monica;Italiano;;320263;0;320263;
956;14276;STORIA DEL CINEMA NORDAMERICANO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320265;;34644;Fadda Michele;Italiano;;320265;0;320265;
956;41827;STORIA E METODOLOGIA DELLA CRITICA CINEMATOGRAFICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320271;;35986;Bisoni Claudio;Italiano;;320271;0;320271;
956;14138;SEMIOTICA DEI MEDIA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320277;;39703;Innocenti Veronica;Italiano;;320277;0;320277;
956;41828;TECNOLOGIE MULTIMEDIALI (1);;;;;;;320278;0;320278;
956;27127;TEORIA E TECNICA DEL MONTAGGIO CINEMATOGRAFICO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320279;;50610;Rossi Alessandro;Italiano;;320279;0;320279;
956;42559;PEDAGOGIA MUSICALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320295;;36485;Cuomo Carla;Italiano;;320295;0;320295;
956;42559;PEDAGOGIA MUSICALE (1);;modulo;36485;Cuomo Carla;Italiano;;385236;320295;320295;
956;42559;PEDAGOGIA MUSICALE (2);;modulo;30599;La Face Giuseppina;;;385237;320295;320295;
956;13769;ACUSTICA MUSICALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320307;;32324;Tronchin Lamberto;Italiano;;320307;0;320307;
956;27132;STORIA DEL JAZZ (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320310;;32744;Cecchi Paolo;Italiano;;320310;0;320310;
956;42565;PSICOLOGIA DELLA MUSICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320315;;30217;Caterina Roberto;Italiano;;320315;0;320315;
956;3534;ORGANIZZAZIONE ED ECONOMIA DELLO SPETTACOLO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320332;;49329;Taddeo Giulia;Italiano;;320332;0;320332;
956;12871;PEDAGOGIA GENERALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320337;;32338;Caputo Michele;Italiano;;320337;0;320337;320337
956;41834;INFORMATICA PER LO SPETTACOLO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320351;;36509;Bazzocchi Vincenzo;Italiano;;320351;0;320351;
956;13332;LETTERATURA INGLESE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320355;;35699;Elam Keir Douglas;Italiano;;320355;0;320355;392783
956;12914;PSICOLOGIA DELLA COMUNICAZIONE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320370;;30217;Caterina Roberto;Italiano;;320370;0;320370;
956;42568;PSICOLOGIA DELLA PERCEZIONE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320371;;30217;Caterina Roberto;Italiano;;320371;0;320371;
956;12355;INFORMATICA DI BASE;;;;;;;320378;0;320378;
956;27151;LABORATORIO DI CINEMA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320380;;31965;Dall'Asta Monica;Italiano;;320380;0;320380;
956;27152;LABORATORIO DI MUSICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320454;;40821;Scalfaro Anna;Italiano;;320454;0;320454;
956;32158;LABORATORIO DI TEATRO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320455;;911676;Liotta Giuseppe;Italiano;;320455;0;320455;
956;27154;SEMINARIO DI ARTE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320456;;56036;Benelli Francesco;Italiano;;320456;0;320456;
956;27155;SEMINARIO DI CINEMA (1);;;;;;;320457;0;320457;
956;27156;SEMINARIO DI MUSICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320458;;31097;Ruini Cesarino;Italiano;;320458;0;320458;
956;27157;SEMINARIO DI TEATRO (1);;;;;;;320459;0;320459;
956;27158;TIROCINIO DI ARTE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320460;;15264;Pigozzi Marinella;Italiano;;320460;0;320460;
956;27159;TIROCINIO DI CINEMA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320461;;34644;Fadda Michele;Italiano;;320461;0;320461;
956;27160;TIROCINIO DI MUSICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320462;;34867;Beghelli Marco;Italiano;;320462;0;320462;
956;32597;TIROCINIO DI TEATRO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320463;;39936;Cervellati Elena;Italiano;;320463;0;320463;
956;17268;PROVA FINALE;;;;;;;320464;0;320464;
956;10438;STORIA DELLA FOTOGRAFIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/339344;;32097;Marra Claudio;Italiano;;339344;0;339344;
956;41996;SCRITTURA PER IL CINEMA E LA TELEVISIONE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/339350;;36477;Noto Paolo;Italiano;;339350;0;339350;
956;41820;STORIA COMPARATA DELL'ARTE NEI PAESI EUROPEI (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/349105;;32842;Ghirardi Maria Angela;Italiano;;349105;0;349105;349105
956;37144;FILOSOFIA DEL LINGUAGGIO (C.I.);;;;;;;349533;0;349533;
956;10283;FILOSOFIA DEL LINGUAGGIO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/349558;modulo;31261;Leonardi Paolo;Italiano;;349558;349533;349533;393235
956;27322;ANALISI DELLA COMUNICAZIONE VISIVA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/349559;modulo;31261;Leonardi Paolo;Italiano;;349559;349533;349533;393218
956;37668;STORIA DELLA DANZA E DELLE ARTI DEL MOVIMENTO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/351219;;39936;Cervellati Elena;Italiano;;351219;0;351219;376591
956;39438;FILOSOFIA ED ESTETICA MUSICALE;;;;;;;360611;0;360611;
956;39932;ISTITUZIONI DI DIRITTO PUBBLICO (DIRITTO DEI MEDIA E DELLO SPETTACOLO) (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362024;;24356;Donati Daniele;Italiano;;362024;0;362024;414664
956;27136;STORIA DELLA DANZA E DELLE ARTI DEL MOVIMENTO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/376591;;39936;Cervellati Elena;Italiano;;376591;0;376591;376591
956;11292;ANTROPOLOGIA CULTURALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/376592;;39171;Natali Cristiana;Italiano;;376592;0;376592;368603
956;12872;PEDAGOGIA GENERALE (2);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/384344;;32338;Caputo Michele;Italiano;;384344;0;384344;384344
956;10362;FENOMENOLOGIA DEGLI STILI (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/391005;;35355;Tusini Gian Luca;Italiano;;391005;0;391005;
956;78046;STORIA DELL'ARCHITETTURA CONTEMPORANEA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400792;;53564;Rosellini Anna;Italiano;;400792;0;400792;
956;78047;STORIA DELL'ARCHITETTURA MEDIEVALE E MODERNA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400793;;56036;Benelli Francesco;Italiano;;400793;0;400793;
956;78048;ELEMENTI DI ARMONIA E CONTRAPPUNTO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400794;;32743;Mastropasqua Mauro;Italiano;;400794;0;400794;
956;78049;STORIA DELLA MUSICA LEGGERA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400795;;39151;Somigli Paolo;Italiano;;400795;0;400795;
956;78050;STORIA DEL NUOVO TEATRO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400796;;24261;Valenti Cristina;Italiano;;400796;0;400796;
956;78052;TEATRO MODERNO E CONTEMPORANEO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/400798;;24261;Valenti Cristina;Italiano;;400798;0;400798;
957;388;FILOSOFIA DELLA SCIENZA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321571;;31276;Lupacchini Rossella;Italiano;;321571;0;321571;321571
957;2607;LOGICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321572;;30463;Corsi Giovanna;Italiano;;321572;0;321572;321572
957;345;ESTETICA;;;;;;;321574;0;321574;
957;981;STORIA DELLA SCIENZA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321575;;33268;Beretta Marco;Italiano;;321575;0;321575;321575
957;12362;STORIA DELLA FILOSOFIA ANTICA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321578;;30075;Cavini Walter;Italiano;;321578;0;321578;
957;12191;STORIA DELLA FILOSOFIA MEDIEVALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321579;;32344;Fedriga Riccardo;Italiano;;321579;0;321579;
957;932;STORIA CONTEMPORANEA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321580;;35890;Capuzzo Paolo;Italiano;;321580;0;321580;
957;929;STORIA MODERNA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321581;;74148;Negruzzo Simona;Italiano;;321581;0;321581;392777
957;11379;STORIA MEDIEVALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321584;;30509;Mascanzoni Leardo;Italiano;;321584;0;321584;
957;996;STORIA GRECA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321585;;15671;Criscuolo Lucia;Italiano;;321585;0;321585;367905
957;1009;STORIA ROMANA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321586;;35870;Cristofori Alessandro;Italiano;;321586;0;321586;367906
957;961;STORIA DELLA FILOSOFIA;;;;;;;321587;0;321587;
957;393;FILOSOFIA MORALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321589;;32545;Caporali Riccardo;Italiano;;321589;0;321589;321589
957;10219;FILOSOFIA TEORETICA (1);;;;;;;321590;0;321590;
957;10052;FILOSOFIA DELLA STORIA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321591;;30595;Iofrida Manlio;Italiano;;321591;0;321591;
957;10283;FILOSOFIA DEL LINGUAGGIO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321597;;45086;Moruzzi Sebastiano;Italiano;;321597;0;321597;
957;27387;METODI DELLA CONOSCENZA SCIENTIFICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321598;;31276;Lupacchini Rossella;Italiano;;321598;0;321598;
957;4385;STORIA DELLA FILOSOFIA MODERNA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321612;;30603;Burgio Alberto;Italiano;;321612;0;321612;321612
957;2282;STORIA DELLA PSICOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321613;;48740;Cerea Alessandra;Italiano;;321613;0;321613;
957;30413;LABORATORIO DI FILOSOFIA (1);;;;;;;321618;0;321618;
957;7654;BIOETICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321619;;33771;Lalatta Costerbosa Marina;Italiano;;321619;0;321619;
957;2550;FILOSOFIA DELLA POLITICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321620;;30240;Giorgini Giovanni;Inglese;;321620;0;321620;
957;2550;FILOSOFIA DELLA POLITICA (1);;modulo;30240;Giorgini Giovanni;Inglese;;415905;321620;321620;414768
957;2550;FILOSOFIA DELLA POLITICA (2);;modulo;50154;Scudieri Alina;;;415906;321620;321620;414769
957;4402;STORIA DELLA FILOSOFIA CONTEMPORANEA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321621;;15161;D'Anna Vittorio;Italiano;;321621;0;321621;321621
957;18123;STORIA DELLA SCIENZA E DELLE TECNICHE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321622;;33156;Ciardi Marco;Italiano;;321622;0;321622;321622
957;2290;STORIA DELL'ARTE MODERNA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321646;;39588;Cavicchioli Sonia;Italiano;;321646;0;321646;392927
957;951;STORIA DELL'ARTE CONTEMPORANEA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321647;;47394;Bacchi Andrea;Italiano;;321647;0;321647;392928
957;556;LETTERATURA GRECA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321651;;14668;Nannini Simonetta;Italiano;;321651;0;321651;321651
957;562;LETTERATURA ITALIANA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321654;;32755;Ledda Giuseppe;Italiano;;321654;0;321654;
957;2609;LETTERATURA ITALIANA CONTEMPORANEA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321661;;31577;Bazzocchi Marco Antonio;Italiano;;321661;0;321661;401836
957;483;GLOTTOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321662;;39186;Vayra Mario;Italiano;;321662;0;321662;392749
957;18093;LETTERATURA FRANCESE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321663;;30479;Conconi Bruna;Italiano;;321663;0;321663;392985
957;18095;LETTERATURA INGLESE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321664;;35699;Elam Keir Douglas;Italiano;;321664;0;321664;392783
957;4538;POETICA E RETORICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321667;;43075;Marino Stefano;Italiano;;321667;0;321667;
957;4538;POETICA E RETORICA (1);;modulo;43075;Marino Stefano;Italiano;;415795;321667;321667;
957;4538;POETICA E RETORICA (2);;modulo;73971;Caramelli Eleonora;;;415796;321667;321667;
957;12871;PEDAGOGIA GENERALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321678;;32338;Caputo Michele;Italiano;;321678;0;321678;320337
957;12872;PEDAGOGIA GENERALE (2);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/321680;;32338;Caputo Michele;Italiano;;321680;0;321680;384344
